,product_name,shopify_product_id,product_type,product_description,image,shopify_sku,price
28,Thaya Premium Zweigeltrebe 2020,8596092125503,Red Wine,"<strong>Grape Varietals &amp; Region: </strong><meta charset=""utf-8""><span data-mce-fragment=""1"">This beauty is made from Zweigelt grape variety and comes from the beautiful Morava wine region, subregion Znojemská</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/ThayaZweigelt-800x800.png?v=1690800483,,56.0000000000
29,Gurdau Stara Hora Riesling 2021,8596092354879,White Wine,"<strong>Grape Varietals &amp; Region:</strong> 100% Riesling from <meta charset=""utf-8""><span data-mce-fragment=""1"">Kurdějov in Moravia, Czech Republic</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/GurdauRiesling-800x800.png?v=1690800486,,90.0000000000
30,Gurdau Vinohradky Pinot Blanc 2021,8596092584255,White Wine,"<strong>Grape Varietals &amp; Region:</strong> 100% Pinot Blanc, from Kurdějov in Moravia, Czech Republic.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/GurdauPinotBlanc-800x800.png?v=1690800488,,78.0000000000
31,Fujimaru Table Top Delaware 2021,8596092911935,Orange Wine,"Fujimaru Table Top Delaware is a unique orange wine made from Delaware grapes grown in the vineyards of Kashiwara, Osaka. The grapes are hand-selected and fermented with wild yeasts, resulting in a wine with a bright orange hue and a distinctive aroma of ripe oranges.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/fujimaruTableTop-800x800.png?v=1690800491,,74.0000000000
32,Domaine Albert Mann Riesling Schlossberg Grand Cru 2018,8596093141311,White Wine,,https://cdn.shopify.com/s/files/1/0684/6336/2367/products/Bottle-Albert-Mann-Low-Res-Riesling-Grand-Cru-Schlossberg-v1.webp?v=1690800493,,139.0000000000
33,Domaine Albert Mann Riesling Rosenberg 2018,8596093370687,White Wine,Domaine Albert Mann Riesling Rosenberg 2018,https://cdn.shopify.com/s/files/1/0684/6336/2367/products/Bottle-Albert-Mann-Low-Res-Riesling-Rosenberg-v2.webp?v=1690800495,,96.0000000000
34,Domaine Albert Mann Geuwrztraminer 2021,8596093567295,White Wine,A Gewurz that illuminates life,https://cdn.shopify.com/s/files/1/0684/6336/2367/products/Bottle-Albert-Mann-Low-Res-Gewurztraminer-2019-v2.webp?v=1690800497,,69.0000000000
35,Domaine Albert Mann Pinot Gris 2021,8596093927743,White Wine,"<meta charset=""utf-8"">A perfect Pinot Gris for gastronomy, to drink without moderation.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/Bottle-Albert-Mann-Pinot-Gris.webp?v=1690800499,,60.0000000000
36,Domaine Albert Mann Riesling 2021,8596094189887,White Wine,"<meta charset=""utf-8""><span>Farmed according to biodynamic principles, this Riesling from Albert Mann has a golden colour and a delicate aromatic bouquet.</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/Albert-Mann-Riesling-2021.webp?v=1690800502,,60.0000000000
37,"Wine Ambassador Series: Galicia, Spain",8596094353727,Event Tickets,"<strong>Our upcoming tasting on 26 August features Galicia! Although most known for it's Albarino, Galicia also produces some lesser known white varietals, and even reds!</strong>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/galicia-800x800.png?v=1690800504,,32.0000000000
38,"Cantine Volpi Timorasso Colli Tortonesi ""La Zerba"" DOC 2021",8596094615871,White Wine,"Cantine Volpi Timorasso Colli Tortonesi ""La Zerba"" DOC is a captivating white wine that showcases the unique Timorasso grape and the rich terroir of the Colli Tortonesi region in Piedmont, Italy. With its enticing aromas, complex flavors, and impeccable craftsmanship, this wine offers an exceptional drinking experience.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/volpi-timorasso_95e675a2-a9e6-4892-982f-24c2e8d0c914.png?v=1690800507,,64.0000000000
39,Champagne Charles Heidsieck Blanc de Blanc NV,8596094910783,Sparkling Wine,"Charles Heidsieck was one of the very first Champagne Houses to demonstrate its passion for Chardonnay by producing a Blanc de Blancs in its 1949 vintage. There is also evidence that the Maison had produced some mono-crus from the Côte des Blancs as early as1906...  Through this cuvée, relaunched in 2018, two of the House’s areas of expertise come together: the production of great white wines and the art of blending a large selection of wines from different years and terroirs. The considerable challenge is to make opposites coexist: the tautness and the freshness of young chardonnays on the one hand, and the silky “Charles” character on the other.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/ChampagneCharlesHeidsieckBlancdeBlancNV.png?v=1690800510,,128.0000000000
40,Tenuta Il Poggione Brunello di Montalcino 2018,8596095074623,Red Wine,"Brunello is the prince of Montalcino wines, produced exclusively from Sangiovese grapes picked by hand from the oldest vines in the farm.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/ilPoggioneMontalcino-800x800.png?v=1690800512,,89.0000000000
41,Tenuta Il Poggione Rosso di Montalcino 2020,8596095271231,Red Wine,"Younger, more accessible version of the Brunello, but already with an excellent structure and a great personality, Rosso di Montalcino is a very important wine for Tenuta Il Poggione.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/ilPoggioneRosso-800x800.png?v=1690800514,,55.0000000000
42,Tenuta il Poggione Bianco di Toscana 2020,8596095566143,,<strong>Grape Varietals &amp; Region:</strong> Vermentino &amp; Chardonnay blend from various vineyards planted between 150 and 450 metres (490 - 1475 ft) above sea level.,https://cdn.shopify.com/s/files/1/0684/6336/2367/products/ilPoggioneBianco-800x800.png?v=1690800517,,39.0000000000
43,Brash Higgins MATO Mataro 2017,8596095729983,Red Wine,Grape Varietals &amp; Region: 100% Mataro from Lennon Vineyard.,https://cdn.shopify.com/s/files/1/0684/6336/2367/products/mato-800x800.png?v=1690800519,,68.0000000000
44,Brash Higgins MCC Mataro Cinsault Carignan 2020,8596095893823,Red Wine,"<strong>Grape Varietals &amp; Region: </strong><meta charset=""utf-8""><span data-mce-fragment=""1"">40% Mataro (all whole bunch), 30% Cinsault, 30% Carignan, from Lennon Vineyard, McLaren Vale</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/mcc-800x800.png?v=1690800521,,62.0000000000
45,Brash Higgins RIPPLE Carbonic Cabernet Nero d'Avola 2021,8596095992127,Red Wine,"Inspired by fellow winemaker Tom Colman, titled after the great song “Ripple” by the Grateful Dead",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/ripple-800x800.png?v=1690800524,,66.0000000000
46,Brash Higgins CINS Cinsault 2021,8596096090431,Red Wine,"<strong>Grape Varietals &amp; Region: </strong><meta charset=""utf-8""><span data-mce-fragment=""1"">Made from a block of Cinsault vines which were grafted to a former Semillon patch at neighbouring Lennon Vineyard in 2013</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/cins-800x800.png?v=1690800526,,58.0000000000
47,Brash Higgins NYMPH Rose 2021,8596096188735,Rose Wine,"<span data-sheets-value='{""1"":2,""2"":""Brash Higgins NYMPH Rose 2021""}' data-sheets-userformat='{""2"":577,""3"":{""1"":0},""9"":2,""12"":0}' data-mce-fragment=""1""><meta charset=""utf-8"">The painting on the 2021 Nymph label is called “Yellow Bbikini” by Sydney based artist <em>Martine Emdur</em>. Her engrossing, luminous, underwater work can be found at <a href=""http://twentytwentysix.gallery/"">Gallery Twenty Twenty Six</a> in Bondi Beach, Sydney</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/nymph-800x800.png?v=1690800528,,58.0000000000
48,Brash Higgins CHN Chenin Blanc 2021,8596096352575,White Wine,"The CHN 2021 label is a detail from an oil on linen painting by the gifted Sydney artist, Alesandro Ljubicic, called “Try To Be A Rainbow To Someone’s Cloud”<span> </span><a href=""https://www.instagram.com/alesandroljubicic/"">@alesandroljubicic</a>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/chn-800x800.png?v=1690800531,,66.0000000000
49,Tamnavulin Red Wine Cask Edition Germany Pinot Noir Cask,8596096647487,Whiskey,"Tamnavulin has dabbled with red wine cask finishes before, but this is something interesting from the Speyside distillery. It's gone and finished this single malt in casks which previously held German pinot noir!",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/TamnavulinGerman-800x800.png?v=1690800533,,216.0000000000
50,Tamnavulin Red Wine Cask Edition Spanish Grenache Cask,8596096909631,Whiskey,"<meta charset=""utf-8""><span>Single malt Scotch from the Tamnavulin Red Wine Cask Edition range. Matured in American oak, it has then been finished in casks that previously held Spanish grenache, for some juicy red berry and mellow spice notes.</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/TamnavulinSpanish-800x800.png?v=1690800536,,216.0000000000
51,Tamnavulin Red Wine Cask Edition French Cabernet Sauvignon Cask,8596097171775,Whiskey,"<meta charset=""utf-8""><span>A fruity, floral Tamnavulin single malt that has been matured in Cabernet Sauvignon red wine casks, creating layers of orchard fruit, lime blossom, marmalade, cinnamon, poached pear and almond on the nose, complemented by notes of nectarines, damson plums, gingerbread, red berries and ripe bananas throughout the palate.</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/TamnavulinFrench-800x800.png?v=1690800539,,216.0000000000
52,Kilchoman Sanaig 2019,8596097433919,Whiskey,"<meta charset=""utf-8""><span>Kilchoman Sanaig is an enjoyably peaty single malt which has been vatted from both bourbon and Sherry casks. It's named after a small, rocky creek rather near the distillery on the west coast of the island. Look out for plenty of fruit and earthy peat coming through on this one, with a touch of dark chocolate-covered raisins.</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/KilchomanSanaig-800x800.png?v=1690800541,,259.0000000000
53,Highland Park Full Volume Single Malt Scotch Whisky,8596097630527,Whiskey,"A new release from Highland Park, which will be<span> </span><em>music</em><span> </span>to some people's ears. Dubbed Full Volume, the expression was distilled in 1999 and bottled in 2017. It spent this time exclusively in first fill bourbon casks, rather than Highland Park's traditional sherry casks. This certainly turned up the volume on those delicious creamy bourbon notes. The single malt was finally bottled at 47.2% ABV and comes presented in a sufficiently trendy presentation box which could easily be mistaken for a Highland Park-sized speaker.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/HighlandParkFullVolume-800x800.png?v=1690800543,,299.0000000000
54,The Dalmore King Alexander III,8596097859903,Whiskey,"A sextuple-wood bottling from Dalmore. This auspiciously-named single malt Scotch whisky was matured in wine, Madeira, Sherry, Marsala, Kentucky bourbon and Port casks. King Alexander III is a rich, fruity Highland single malt.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/DalmoreKing-800x800.png?v=1690800545,,455.0000000000
55,HSE Habitation Saint Etienne Millésime 2007 Small Cask,8596098122047,Rum,RHUM AGRICOLE EXTRA VIEUX<br>,https://cdn.shopify.com/s/files/1/0684/6336/2367/products/HSESmallCask2007-800x800.png?v=1690800548,,138.0000000000
56,Depaz Single Cask Millesime 2003,8596098285887,Rum,Depaz Single Cask Millesime 2003,https://cdn.shopify.com/s/files/1/0684/6336/2367/products/Depaz-800x800.png?v=1690800550,,170.0000000000
57,Worthy Park Special Cask Release Sherry Cask Millesime 2013,8596098580799,Rum,Worthy Park Special Cask Release Sherry Cask Millesime 2013,https://cdn.shopify.com/s/files/1/0684/6336/2367/products/WorthyParkSherry-800x800.png?v=1690800553,,222.0000000000
58,Worthy Park Special Cask Release Madeira Cask Millesime 2013,8596098744639,Rum,"<span data-mce-fragment=""1"">One of the two first releases of a double-matured product, 100% aged at the distillery. Distilled in 2010, this rum was aged first in once used, American White Oak Ex-Bourbon casks for 8 years, followed by Madeira casks for 2 years. This was followed by 2 years in an Ex-Madeira casks for added depth and complexity and bottled at 45% alc</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/WorthyParkMadeira-800x800.png?v=1690800555,,212.0000000000
59,Trois Rivières Single Cask Millésime 2003,8596098908479,Rum,<em>Limited to 210 bottles</em>,https://cdn.shopify.com/s/files/1/0684/6336/2367/products/TroisRivieresSingleCask-800x800.png?v=1690800558,,201.0000000000
60,Trois Rivières Single Cask Millésime 2007,8596099170623,Rum,"eta charset=""utf-8"">
<h2 data-mce-fragment=""1"">Trois Rivières Single Cask Millésime 2007</h2>
<p data-mce-fragment=""1""><em data-mce-fragment=""1"">Limited private vintage bottles</em>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/TroisRivieresSingleCask-800x800_c204880d-1907-4172-abd9-085670b1e26d.png?v=1690800560,,212.0000000000
61,Trois Rivières Single Cask Millésime 2000,8596099367231,Rum,"eta charset=""utf-8"">
<h2 data-mce-fragment=""1"">Trois Rivières Single Cask Millésime 2000</h2>
<p data-mce-fragment=""1"">This 15-year-old rum has aged in a unique cask, a rare new oak cask from the Appalachians. Intense, elegant and complex, it presents notes of dried fruits, precious woods and spices. You can savor a long and fruity finish.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/TroisRivieresSingleCask-800x800_1bc7d065-7a0f-40aa-83fb-5de8d512497f.png?v=1690800563,,254.0000000000
62,Santa Teresa 1796 Rum,8596099563839,Rum,,,,148.0000000000
63,Rum Nation Demerara Solera No 14,8596099662143,Rum,"Born from sugar cane molasses in British Guyana, as a skilled blend of various vintages from pot stills (to give it full bodied richness) and column stills (for a lighter backbone of crisp drinkability).<br><br>Main aging is in ex-Bourbon American oak barrels for a creamy sweetness, then a 12 months period into fresh sherry butts (Pedro Ximenez and Oloroso) enhances its spicy character. A small percentage of very old Enmore rum is finally added to the blend for further complexity and “dark” character.<br>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/RumNationDemerara14-800x800_1.png?v=1690800566,,127.0000000000
64,Ron Del Barrilito Superior Especial Rum Three Stars,8596099957055,Rum,"eta charset=""utf-8"">
<h2 data-mce-fragment=""1"">Ron Del Barrilito Superior Especial Rum Three Stars</h2>
<p data-mce-fragment=""1"">An impeccable blend of rums aged between 6 and 10 years in “Oloroso” white oak barrels. It’s a wonderful sipping rum best enjoyed neat. Maybe just a splash of water or on the rocks, but you already know that great spirits need little enhancement.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/RonDelBarrilito3-800x800.png?v=1690800568,,154.0000000000
65,Ron Quorhum QRM 23 Year Rum,8596100284735,Rum,"Ron Quorhum is a modern Premium Rums series, celebrated as innovative, but with roots in old Cuban production traditions. In this series of Rum you have used Rum distilled on a base of sugar rose juice and molasses. In addition, two types of oak trees have also been used during storage process, including American oak and French oak. One can in this way say that the Spanish Rum Tradition meets the French and has created a hybrid, but the unmatched fullness and complexity.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/QRM-800x800.png?v=1690800571,,175.0000000000
66,Plantation Rum XO 20th Anniversary,8596100448575,Rum,"2>Plantation Rum XO 20th Anniversary</h2>
<p id=""yui_3_17_2_1_1690616335828_213"" class="""">Plantation XO 20th Anniversary is created using a blend of quintessential extra-old rums from Barbados.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/PlantationXO20-800x800.png?v=1690800573,,154.0000000000
67,Ron Mulata 15 Years Gran Reserva Anejo Rum,8596100743487,Rum,"<meta charset=""utf-8""><span data-mce-fragment=""1"">An ageless rum that has aged fifteen years in French oak barrels. Over time, this prolonged contact with the wood gave it its beautiful amber color.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Color</strong>: </span><span data-mce-fragment=""1"">Its color is amber, with mahogany reflections.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Nose</strong>: </span><span data-mce-fragment=""1"">Aromas of vanilla and coconut are clearly perceived. The aromatic profile of this 15-year-old displays great indulgence.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Palate</strong>: </span><span data-mce-fragment=""1"">A voluptuous palate, which gives pride of place to woody notes. We also find the flavors of vanilla and coconut.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Finish</strong>: </span><span data-mce-fragment=""1"">Its aromatic persistence is oriented towards a woody finish.</span>",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/MulataGranReservaAnejo-800x800.png?v=1690800577,,148.0000000000
68,Mezan Jamaica XO Rum,8596101038399,Rum,"This is a blend of casks from two distilleries in Jamaica: Monymusk and Hampden. The latter distillery has Scottish roots, and is one of the oldest sugar plantations in the country. It has always been known as a rum distillery of high calibre, making spirit for blending.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/MezanXO-800x800.png?v=1690800579,,117.0000000000
69,La Maison du Rhum République Dominicaine Batch 2,8596101366079,Rum,"Solera 12 - Aged in American oak barrels. Gourmet rum full of character, this new origin will delight lovers of aging in Solera.",https://cdn.shopify.com/s/files/1/0684/6336/2367/products/MaisonDuRhum-800x800.png?v=1690800582,,164.0000000000
